Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,MP / G,OBPM,DBPM,BPM,VORP
47,Bol Bol,PF,23,ORL,70,1505,14.4,0.603,0.236,0.226,5.2,25.3,15.2,6.9,1,5.5,17.6,18.2,0,2.2,2.3,0.072,21.5,-1.8,0.9,-0.9,0.4
9,Jose Alvarado,PG,24,NOP,61,1310,11.8,0.525,0.505,0.164,2.4,9.8,6.1,19.9,2.5,0.7,13.4,19.8,0.1,1.7,1.8,0.066,21.47540984,-2,0.7,-1.2,0.3
356,Larry Nance Jr.,C,30,NOP,65,1381,16,0.649,0.138,0.259,8.7,20.3,14.5,11.7,2,2.6,11,11.9,2.8,2.1,4.9,0.171,21.24615385,0,2,2,1.4
423,Terrence Ross,SG,31,TOT,63,1330,10.2,0.544,0.555,0.073,1.8,11.2,6.5,10.2,1.3,0.7,8.2,16.8,0.5,1.2,1.6,0.059,21.11111111,-1.8,-0.3,-2.1,0
277,Jonathan Kuminga,PF,20,GSW,67,1394,13.3,0.597,0.294,0.278,5.6,12.5,9.1,12.7,1.4,2,14.6,19.6,1,1.4,2.4,0.084,20.80597015,-1.7,-0.1,-1.7,0.1
273,John Konchar,SF,26,MEM,72,1494,10.8,0.542,0.553,0.113,4.5,17.4,11,8.2,2.4,1.5,9.9,10.4,1,2.5,3.5,0.111,20.75,-1.9,2.4,0.5,0.9
1,Precious Achiuwa,C,23,TOR,55,1140,15.2,0.554,0.267,0.307,9.3,24.4,16.3,6.3,1.3,2.6,11.4,19.4,0.8,1.4,2.2,0.093,20.72727273,-1.4,-0.8,-2.3,-0.1
195,Joe Harris,SF,31,BRK,74,1527,10.6,0.621,0.757,0.064,1.7,10.1,6,9.1,1.1,0.7,8.3,14.3,1.5,1.1,2.6,0.083,20.63513514,-0.6,-0.6,-1.1,0.3
334,Shake Milton,SG,26,PHI,76,1567,12.7,0.575,0.294,0.231,3,11.3,7.2,22.3,0.8,0.8,14.5,18.5,1.6,1.2,2.9,0.087,20.61842105,-1,-0.9,-2,0
156,Daniel Gafford,C,24,WAS,78,1604,19.7,0.739,0,0.473,11.7,18,15,7.5,1,5.2,15.1,15.2,4.2,1.9,6.1,0.184,20.56410256,0.4,0.6,1,1.2
324,Doug McDermott,SF,31,SAS,64,1314,11.2,0.59,0.57,0.134,1.9,9.9,5.8,9.8,0.5,0.4,9.5,19.2,1,0,1,0.035,20.53125,-0.7,-2.5,-3.2,-0.4
4,Ochai Agbaji,SG,22,UTA,59,1209,9.5,0.561,0.591,0.179,3.9,6.9,5.4,7.5,0.6,1,9,15.8,0.9,0.4,1.3,0.053,20.49152542,-1.7,-1.4,-3,-0.3
285,Damion Lee,SG,30,PHO,74,1506,10.7,0.607,0.546,0.23,2.8,14,8.3,8.9,1,0.4,13.5,16.3,1.1,1.4,2.6,0.081,20.35135135,-1.3,-0.4,-1.7,0.1
321,T.J. McConnell,PG,30,IND,75,1526,16.8,0.59,0.113,0.131,3.3,13.7,8.5,37.9,2.5,0.6,20.6,19.1,1.9,1.2,3.1,0.098,20.34666667,0.4,0.1,0.5,1
144,Drew Eubanks,C,25,POR,78,1584,16.2,0.666,0.054,0.374,9.5,20.9,15.2,9.2,1.2,5.7,14.7,12.5,2.9,1.6,4.4,0.134,20.30769231,-0.9,0.9,0.1,0.8
490,Dean Wade,PF,26,CLE,44,891,8.5,0.55,0.718,0.13,2.6,17.2,9.9,5.4,1.6,2.2,8.3,10.2,0.4,1.4,1.8,0.097,20.25,-2.9,2.1,-0.7,0.3
218,Talen Horton-Tucker,SG,22,UTA,65,1313,13.7,0.508,0.331,0.274,3.4,13.7,8.6,27.4,1.5,1.9,15.5,25.9,-0.3,1.1,0.8,0.029,20.2,-1.1,-0.5,-1.6,0.2
381,Cameron Payne,PG,28,PHO,48,968,13.2,0.512,0.408,0.141,1.3,11,6.1,32.6,1.7,0.7,14.4,24.8,0,1,1.1,0.053,20.16666667,-0.5,-0.7,-1.2,0.2
378,Cedi Osman,SF,27,CLE,77,1548,12,0.579,0.589,0.204,1.9,11.5,6.7,10.6,1.1,0.7,8.3,18.2,1.4,1.9,3.3,0.103,20.1038961,-0.8,0.2,-0.7,0.5
51,Chris Boucher,PF,30,TOR,76,1523,18,0.59,0.357,0.318,10.9,21.2,15.7,2.7,1.5,4.1,6.4,18,3,2,5,0.156,20.03947368,0.7,-0.8,-0.1,0.7
299,Kevin Love,PF,34,TOT,62,1240,13.1,0.548,0.698,0.215,5.5,32.6,18.9,13.2,0.6,0.9,13.1,19.2,0.6,2,2.6,0.099,20,0.2,0.4,0.6,0.8
107,Seth Curry,SG,32,BRK,61,1211,12.3,0.593,0.517,0.122,1.2,7.9,4.6,11.9,1.5,0.5,9.7,19.2,0.9,0.9,1.8,0.07,19.85245902,-1.2,-0.9,-2.1,0
200,Isaiah Hartenstein,C,24,NYK,82,1626,14.2,0.567,0.113,0.217,14.1,22.2,18.1,8.3,1.6,3.7,15.6,11.2,2.2,2.4,4.6,0.136,19.82926829,-1.5,1.2,-0.3,0.7
258,Cory Joseph,PG,31,DET,62,1227,12.1,0.558,0.513,0.205,1.8,7.9,4.8,25.4,1.3,0.6,12.8,15.2,1.5,0.3,1.8,0.07,19.79032258,-0.7,-0.8,-1.5,0.2
281,Romeo Langford,SG,23,SAS,43,844,10.4,0.524,0.236,0.216,7.1,7.7,7.4,7.9,1.3,1.3,9.6,15.4,0.3,0.2,0.5,0.029,19.62790698,-2.6,-1.5,-4.2,-0.5
414,Austin Rivers,SG,30,MIN,52,1016,7.4,0.564,0.589,0.187,0.6,8.4,4.6,9.3,1.3,0.3,9.2,10.5,0.5,0.8,1.3,0.061,19.53846154,-3.3,0.5,-2.8,-0.2
225,Bones Hyland,PG,22,DEN,42,820,14.5,0.54,0.555,0.189,1.4,10.4,6,22,1.7,1.4,12.5,28.5,0.1,0.8,0.9,0.051,19.52380952,0.6,-1.4,-0.8,0.3
134,Chris Duarte,SF,25,IND,46,897,8.6,0.496,0.523,0.216,2.4,11.9,7.1,9.7,1.3,0.9,10.1,19,-0.5,0.4,0,-0.003,19.5,-2.9,-1.6,-4.5,-0.6
180,Jeff Green,PF,36,DEN,56,1091,11,0.576,0.317,0.357,4.1,10.9,7.6,8.3,0.8,1.4,10.8,17,0.8,0.8,1.7,0.074,19.48214286,-2.4,-1,-3.4,-0.4
92,Brandon Clarke,PF,26,MEM,56,1090,20,0.682,0.017,0.393,9,21.2,15.1,9.5,1.5,3.1,11.8,17.7,2.7,1.8,4.5,0.199,19.46428571,0.8,1.8,2.5,1.3
182,AJ Griffin,SF,19,ATL,72,1401,12.6,0.577,0.486,0.088,2.9,9.2,6,7,1.4,0.7,7.1,17.9,1.3,0.9,2.2,0.075,19.45833333,-0.3,-0.5,-0.8,0.4
492,Moritz Wagner,C,25,ORL,57,1109,17.4,0.63,0.412,0.46,7,19.4,13.2,11.5,1.6,1.1,12.5,21.1,2.1,1.3,3.4,0.149,19.45614035,0.4,0.2,0.6,0.7
302,Théo Maledon,PG,21,CHO,44,854,11.6,0.515,0.374,0.291,1.7,13.9,7.7,24.2,2.1,1.2,17.1,17,0,0.9,0.8,0.047,19.40909091,-3,0.5,-2.5,-0.1
360,Georges Niang,PF,29,PHI,78,1512,10.9,0.61,0.765,0.09,1.5,12.8,7.2,7.3,1,0.9,9.4,17,1.1,1.4,2.5,0.078,19.38461538,-0.4,-1,-1.4,0.2
225,Bones Hyland,PG,22,TOT,56,1085,14.9,0.535,0.552,0.179,2.1,11.8,7.1,23.4,1.8,1.2,11.7,28,0.3,1.1,1.4,0.062,19.375,0.4,-1.2,-0.8,0.3
474,Xavier Tillman Sr.,C,24,MEM,61,1180,17.3,0.621,0.049,0.291,10.9,16.7,13.8,10.9,2.3,2.2,11.3,13.7,2.3,1.9,4.2,0.171,19.3442623,0.3,1.7,1.9,1.2
279,Anthony Lamb,SF,25,GSW,62,1195,10.9,0.61,0.634,0.191,5.3,14.4,9.9,10.5,1.1,1.5,13.7,13.8,1.2,1.2,2.4,0.096,19.27419355,-1.6,0.4,-1.1,0.3
530,James Wiseman,C,21,TOT,45,867,15.6,0.589,0.059,0.286,9.2,25.2,17,5.5,0.4,2.7,11.8,21.2,0.7,0.7,1.4,0.077,19.26666667,-2.1,-1.4,-3.5,-0.3
364,Jaylen Nowell,SG,23,MIN,65,1252,13.7,0.527,0.371,0.158,3.3,11.7,7.6,15.9,1.6,0.3,8.9,25,0,1.2,1.2,0.046,19.26153846,-1.5,-1,-2.5,-0.2
522,Mark Williams,C,21,CHO,43,828,19.8,0.659,0,0.386,11.7,27.7,19.6,3.3,1.6,4.7,12,17,1.5,1.3,2.8,0.163,19.25581395,-0.5,0.6,0.1,0.4
395,Dwight Powell,C,31,DAL,76,1458,15.5,0.738,0.019,0.625,11.8,13.3,12.5,6.9,1.6,1.6,15.9,12.6,3.8,1.3,5.1,0.168,19.18421053,-1.2,0,-1.2,0.3
368,Jordan Nwora,SF,24,TOT,62,1188,12.2,0.561,0.474,0.193,4.7,15.8,10.4,10.5,1,1,12,19.4,0.5,1,1.5,0.06,19.16129032,-0.8,-1.3,-2.1,0
241,Isaiah Joe,SG,23,OKC,73,1395,14.5,0.626,0.776,0.197,2,11.6,6.7,8.7,1.6,0.5,6.6,17.7,2.5,1.3,3.8,0.131,19.10958904,1.3,-0.4,0.9,1
504,Trendon Watford,PF,22,POR,62,1182,13.6,0.625,0.198,0.31,4.1,19.2,11.6,16,1.3,0.9,16.2,16.1,1.3,0.7,2.1,0.084,19.06451613,-1.4,-0.4,-1.8,0.1
418,Jeremiah Robinson-Earl,PF,22,OKC,43,814,13,0.548,0.448,0.169,9.2,14.7,11.9,7,1.4,1.2,6.7,14.6,1.1,0.8,1.9,0.111,18.93023256,-0.8,-0.7,-1.5,0.1
454,Jalen Smith,C,22,IND,68,1279,15.9,0.565,0.376,0.27,11.2,22.9,17.1,7.6,0.8,4,11.2,21,1.1,1.1,2.3,0.085,18.80882353,-0.9,-1.1,-2.1,0
371,Josh Okogie,SG,24,PHO,72,1350,13.3,0.531,0.476,0.464,8.8,11.9,10.3,10.3,2,2.3,11.2,17.7,1.1,1.7,2.8,0.101,18.75,-0.8,0.5,-0.2,0.6
412,Nick Richards,C,25,CHO,65,1217,18.3,0.676,0.003,0.585,12.6,24,18.2,4.5,0.4,5.1,13,15.6,2.7,1.5,4.2,0.165,18.72307692,-1,-0.2,-1.3,0.2
519,Jaylin Williams,C,20,OKC,49,914,11.2,0.559,0.483,0.231,5.1,23.6,14.1,10.7,1.5,1.2,12.6,13.5,0.7,1.2,1.9,0.099,18.65306122,-2.3,0.6,-1.7,0.1
512,Aaron Wiggins,SG,24,OKC,70,1297,12.2,0.607,0.336,0.196,5.5,12,8.7,8.3,1.4,1.1,12.2,14.5,1.4,1.2,2.6,0.097,18.52857143,-1.5,-0.5,-2.1,0
410,Naz Reid,C,23,MIN,68,1251,18.5,0.617,0.376,0.22,6.6,22.8,14.9,9.6,1.6,3.7,12.7,24.8,1.1,1.9,3,0.114,18.39705882,0.3,0.8,1,1
171,Devonte' Graham,PG,27,TOT,73,1338,12.5,0.552,0.784,0.304,1.6,8.7,5.1,19.4,1.6,1.1,9.8,17.1,1.5,1,2.5,0.091,18.32876712,0.1,-0.2,-0.1,0.6
70,Thomas Bryant,C,25,TOT,59,1081,19.7,0.682,0.16,0.341,8.9,24.6,17,4.3,0.7,2.4,8.2,18.2,2.7,1.4,4.1,0.183,18.3220339,1.1,-0.5,0.6,0.7
240,Ty Jerome,SG,25,GSW,45,816,12.8,0.594,0.372,0.169,1,9.4,5.3,22.1,1.3,0.5,10.3,14.9,1.4,0.7,2.1,0.124,18.13333333,-1.1,0.3,-0.8,0.3
211,George Hill,PG-SG,36,TOT,46,834,10.6,0.61,0.572,0.331,2,8.6,5.4,16.7,1.5,0.6,15.2,11.3,1.1,0.8,1.9,0.107,18.13043478,-2.4,0.9,-1.5,0.1
337,Davion Mitchell,PG,24,SAC,80,1447,9.4,0.545,0.494,0.078,1.3,7,4.1,16.5,1.5,0.9,13.1,14.1,0.7,0.8,1.5,0.05,18.0875,-2.4,-0.4,-2.8,-0.3
293,Nassir Little,SF,22,POR,54,976,10.2,0.555,0.521,0.152,3.2,13.5,8.3,7.3,1,1.8,10,16,0.2,0.4,0.7,0.032,18.07407407,-1.6,-1.4,-3,-0.3
458,Lamar Stevens,SF,25,CLE,62,1120,9.5,0.524,0.33,0.198,5,16.7,10.9,4,1.2,1.6,7.9,13.6,0.3,1.6,1.9,0.08,18.06451613,-3,0.2,-2.8,-0.2
420,David Roddy,PF,21,MEM,70,1258,8.8,0.519,0.505,0.155,4.2,12,8.1,6.1,1.1,1.4,11.3,16.7,-0.3,1.4,1.1,0.043,17.97142857,-3.2,-0.7,-3.9,-0.6
210,Haywood Highsmith,PF,26,MIA,54,969,8.5,0.517,0.505,0.13,6.7,16.4,11.4,6.2,1.9,1.8,16.5,12.5,-0.3,1.3,0.9,0.046,17.94444444,-3.7,0.7,-3.1,-0.3
168,Jordan Goodwin,PG,24,WAS,62,1106,14.8,0.531,0.334,0.195,6,14.3,10.3,20.8,2.6,2,12.9,17.3,0.9,1.3,2.2,0.097,17.83870968,-0.7,1.4,0.7,0.8
120,Hamidou Diallo,SF,24,DET,56,996,15.7,0.593,0.056,0.395,6.2,15.7,10.8,9.2,2.6,1.4,13.9,21.8,0.4,0.9,1.3,0.063,17.78571429,-1.8,0.4,-1.4,0.1
30,Will Barton,SG,32,TOT,56,993,10,0.493,0.495,0.129,1.7,13.5,7.7,15.4,1.4,1.1,11.1,18.9,-0.4,0.8,0.4,0.021,17.73214286,-2,-0.6,-2.6,-0.2
109,Dyson Daniels,PG,19,NOP,59,1042,8.8,0.503,0.413,0.192,3.9,16.5,10.2,16.4,2,1,20.2,11.6,-0.1,1.4,1.3,0.061,17.66101695,-3.4,1.6,-1.8,0
305,Tre Mann,PG,21,OKC,67,1183,10,0.492,0.513,0.11,2.4,11.8,7,14,1.6,0.9,10.6,20.7,-0.6,1.1,0.5,0.021,17.65671642,-3,-1,-3.9,-0.6
326,Bryce McGowens,SG,20,CHO,46,787,7.2,0.519,0.396,0.396,2.7,10.1,6.3,9.1,0.9,0.7,15.3,15,-0.4,0.4,0.1,0.005,17.10869565,-4.6,-1.4,-6,-0.8
473,Matisse Thybulle,SF-SG,25,TOT,71,1200,10.5,0.552,0.585,0.111,3.9,9.7,6.8,5.9,3.4,2.4,8.3,10.6,0.6,1.5,2.1,0.086,16.90140845,-2.7,2.2,-0.5,0.4
301,Trey Lyles,PF,27,SAC,74,1247,14.2,0.607,0.588,0.304,6.3,21.1,13.7,7,1,2.2,12.2,18.1,1.4,1.2,2.6,0.098,16.85135135,0,-0.9,-1,0.3
59,Oshae Brissett,PF,24,IND,65,1083,10.6,0.52,0.486,0.455,6.4,16,11.2,5.4,1.4,1,8.2,16.1,0.4,0.7,1.1,0.05,16.66153846,-2,-1.2,-3.2,-0.3
470,Cam Thomas,SG,21,BRK,57,948,14.7,0.567,0.292,0.382,1,10.1,5.6,12.7,1,0.6,10.6,27.8,0.3,0.7,1,0.049,16.63157895,-0.7,-2,-2.7,-0.2
234,Isaiah Jackson,C,21,IND,63,1042,17.5,0.595,0.044,0.459,12.1,18,15,7,1.4,7.7,11.8,17.4,1.5,1.2,2.7,0.124,16.53968254,-1.7,0.9,-0.8,0.3
415,Duncan Robinson,SF,28,MIA,42,691,7.8,0.534,0.81,0.135,1.3,10.7,5.9,9.7,1,0,10,17.9,-0.1,0.6,0.5,0.035,16.45238095,-3.5,-1.5,-5,-0.5
498,T.J. Warren,PF-SF,29,TOT,42,687,13.5,0.55,0.248,0.13,4.2,15.4,9.8,8.7,1.6,1.5,6.5,19.5,0.4,0.8,1.2,0.081,16.35714286,-1.7,-0.2,-2,0
102,Robert Covington,PF,32,LAC,48,779,14.2,0.584,0.594,0.175,4.5,19.2,11.9,10.2,2.4,3.7,11.5,15.6,0.7,1.2,1.9,0.117,16.22916667,-0.5,2.1,1.7,0.7
202,Sam Hauser,SF,25,BOS,80,1290,12.7,0.634,0.846,0.043,3,14.1,8.6,7.6,1.1,1.4,6.9,14.7,1.8,1.6,3.4,0.128,16.125,0.6,0.4,1,1
361,Daishen Nix,PG,20,HOU,57,914,5.3,0.447,0.591,0.152,2.1,9.7,5.9,19.2,1.6,0.7,25.4,15.4,-1.5,0.3,-1.2,-0.062,16.03508772,-5,-1.5,-6.5,-1
502,Yuta Watanabe,SF,28,BRK,58,928,12.1,0.637,0.582,0.203,3.7,13.1,8.5,7,1.3,1.6,8,13.1,1.3,0.9,2.1,0.111,16,-0.4,-0.2,-0.6,0.3
188,R.J. Hampton,SG,21,TOT,47,750,10.8,0.558,0.489,0.321,2.6,10.5,6.5,10.4,1.7,1.1,13.4,17.8,0.1,0.5,0.7,0.042,15.95744681,-2.3,-0.6,-2.9,-0.2
220,Caleb Houstan,SF,20,ORL,51,812,6.2,0.508,0.747,0.099,4.7,9.1,6.9,4.9,0.7,0.8,8.7,11,0.1,0.5,0.7,0.039,15.92156863,-3.1,-0.9,-4,-0.4
315,Wesley Matthews,SF,36,MIL,52,820,7,0.519,0.775,0.175,4.5,9.7,7.2,5.1,1.2,1.3,9.5,9.8,0.3,0.9,1.2,0.073,15.76923077,-3.4,0.8,-2.7,-0.1
328,Jordan McLaughlin,PG,26,MIN,43,678,11.8,0.526,0.538,0.124,2.5,7.6,5.1,27.4,2.2,0.5,17.7,11.7,0.7,0.6,1.3,0.094,15.76744186,-1.3,0.6,-0.7,0.2
22,Mo Bamba,C,24,TOT,49,769,15.7,0.602,0.515,0.257,8.5,24.2,16.4,8.7,0.8,5.3,10.1,16.6,1.1,1.1,2.2,0.139,15.69387755,-0.2,0.7,0.5,0.5
476,Obi Toppin,PF,24,NYK,67,1050,13.6,0.565,0.589,0.112,3,16.6,9.8,9.2,1.1,1.1,8,19.5,1.1,1,2.1,0.095,15.67164179,0.3,-0.8,-0.5,0.4
448,Jericho Sims,C,24,NYK,52,812,13.8,0.78,0.009,0.15,13.3,19.4,16.4,4,0.9,3.2,19.1,7.4,1.6,0.9,2.6,0.153,15.61538462,-1,0.5,-0.5,0.3
57,Christian Braun,SG,21,DEN,76,1181,10.3,0.568,0.332,0.221,4.8,12.6,8.8,6.4,1.7,1.3,9.9,13,0.7,1.2,1.9,0.079,15.53947368,-2.5,0.1,-2.4,-0.1
132,Goran Dragić,PG,36,CHI,51,787,10.2,0.514,0.428,0.137,1.9,7.9,5,24.7,0.7,0.5,15,21,-0.2,0.6,0.4,0.023,15.43137255,-2.1,-1.6,-3.7,-0.3
303,Sandro Mamukelashvili,C,23,TOT,43,660,13.4,0.516,0.43,0.248,11.2,19,15.1,12.8,1,1.5,12.1,18.2,0.4,0.5,0.9,0.063,15.34883721,-1.1,-1.3,-2.4,-0.1
215,Justin Holiday,SF,33,TOT,46,706,6.6,0.494,0.701,0.039,0.8,8.1,4.4,7.5,1.3,2.3,9.6,14.1,-0.4,0.5,0.1,0.008,15.34782609,-3.7,-0.1,-3.9,-0.3
171,Devonte' Graham,PG,27,NOP,53,811,11.8,0.545,0.823,0.255,1.7,8.4,5,18.7,1.8,1.2,9.5,15,0.9,0.9,1.8,0.105,15.30188679,-0.4,0.6,0.2,0.4
493,Ish Wainright,SF,28,PHO,60,915,9.2,0.522,0.762,0.137,5.3,11.6,8.4,7.4,2,2.2,8.4,12.2,0.5,1.2,1.7,0.089,15.25,-2.7,1.5,-1.2,0.2
271,Kevin Knox,SF-PF,23,TOT,63,952,11.1,0.579,0.56,0.181,3.9,17.3,10.5,5.2,1.2,1.1,12.2,18.4,0.2,0.5,0.7,0.034,15.11111111,-2.1,-1.4,-3.5,-0.4
155,Wenyen Gabriel,C,25,LAL,68,1024,14.4,0.626,0.138,0.323,12.6,17.2,15,4.8,1.2,2.9,13.4,14.1,1.5,1.3,2.8,0.132,15.05882353,-2.3,0.1,-2.2,-0.1
132,Goran Dragić,PG,36,TOT,58,870,10.3,0.514,0.433,0.134,2.1,8.2,5.2,24.3,0.7,0.4,15.1,21.1,-0.3,0.7,0.4,0.025,15,-2.1,-1.8,-3.9,-0.4
354,Mike Muscala,C,31,TOT,63,945,13,0.608,0.709,0.178,4.2,19.1,11.6,7.1,0.8,2.3,6.8,15.1,1.4,1.1,2.5,0.128,15,-0.3,-0.1,-0.4,0.4
6,Nickeil Alexander-Walker,SG,24,TOT,59,884,11.6,0.565,0.539,0.203,1.9,10.5,6.3,16.7,1.7,2,14.6,17.9,0.3,0.8,1.1,0.062,14.98305085,-1.4,0.4,-0.9,0.2
244,Jalen Johnson,SF,21,ATL,70,1042,14.1,0.554,0.323,0.242,5.3,24.6,14.8,10.4,1.7,2.8,10.3,16,0.8,1.3,2.1,0.099,14.88571429,-1.2,1.5,0.3,0.6
80,Vlatko Čančar,PF,25,DEN,60,889,11,0.606,0.507,0.181,3.2,13.1,8.3,11.5,1.2,1.4,13.1,13.8,0.9,0.8,1.7,0.093,14.81666667,-1.7,-0.1,-1.8,0
191,Jaden Hardy,SG,20,DAL,48,708,14.6,0.571,0.468,0.237,1.8,13,7.3,14.9,1.2,0.9,11.1,26.4,0.2,0.5,0.7,0.048,14.75,-0.4,-1.9,-2.3,0
148,Simone Fontecchio,SF,27,UTA,52,766,8,0.495,0.612,0.141,4.4,7.7,6.1,7.5,0.9,0.9,10.5,20.2,-0.4,0.3,-0.1,-0.004,14.73076923,-3,-2.1,-5.2,-0.6
535,Thaddeus Young,PF,34,TOR,54,795,14.1,0.573,0.172,0.131,9.4,14.6,11.8,12.9,3.4,0.6,16.7,13.5,0.7,1.1,1.8,0.109,14.72222222,-1.8,1.9,0.1,0.4
206,Juancho Hernangómez,PF,27,TOR,42,614,7.6,0.504,0.588,0.14,4.6,19.1,11.3,5.2,1.3,0.9,11,9.4,0.1,0.6,0.7,0.053,14.61904762,-3.5,0.2,-3.3,-0.2
160,Rudy Gay,PF,36,UTA,56,816,9,0.475,0.453,0.171,4.4,17,10.8,9.4,1.1,1.9,10.7,17.7,-0.4,0.7,0.3,0.018,14.57142857,-3.6,-0.4,-4,-0.4
354,Mike Muscala,C,31,OKC,43,622,13.8,0.602,0.7,0.192,3.9,19.7,11.6,8.2,0.8,2.8,6,15.7,1,0.7,1.7,0.134,14.46511628,0.3,-0.1,0.1,0.3
219,Danuel House Jr.,SF,29,PHI,56,807,9.4,0.6,0.558,0.305,1.3,12.2,6.9,7.5,0.9,1,10.4,13.8,0.6,0.7,1.3,0.075,14.41071429,-2.5,-0.5,-3,-0.2
43,Bismack Biyombo,C,30,PHO,61,874,14.4,0.555,0,0.34,11,22.1,16.5,8.7,1,9,17.7,14,0.2,1.6,1.9,0.102,14.32786885,-3.4,2.5,-0.9,0.2
34,Darius Bazley,C,22,TOT,43,616,13.1,0.524,0.29,0.383,5.8,18.5,12.1,8.3,1.7,5.1,11.2,16.4,0.1,0.9,1,0.078,14.3255814,-2,1,-1,0.2
280,Jock Landale,C,27,PHO,69,979,16.4,0.595,0.249,0.312,13.2,18.6,15.8,10.1,0.8,2.7,13.3,19.3,1.5,1.2,2.7,0.132,14.1884058,-0.7,-0.4,-1.1,0.2
430,Dario Šarić,PF-C,28,TOT,57,806,13.5,0.583,0.415,0.274,7.1,21.4,14.1,12.7,1.2,0.8,15.1,19.2,0.7,1,1.7,0.099,14.14035088,-1.5,0.1,-1.4,0.1
271,Kevin Knox,SF,23,DET,42,593,10.3,0.612,0.648,0.184,3.6,17,10.1,3.7,1.1,1.8,14.2,16.2,0.2,0.3,0.5,0.043,14.11904762,-2.1,-0.6,-2.8,-0.1
472,JT Thor,PF,20,CHO,69,969,7,0.506,0.517,0.197,3.9,13,8.4,4.9,1.1,2.1,14.5,13.1,-0.6,0.8,0.2,0.009,14.04347826,-4.3,-0.4,-4.7,-0.7
178,JaMychal Green,PF,32,GSW,57,797,15.5,0.65,0.44,0.266,10.1,18,14.1,8.9,1.5,2.5,15.6,17.5,1.2,1,2.2,0.133,13.98245614,-0.7,0.2,-0.5,0.3
252,Derrick Jones Jr.,PF,25,CHI,64,893,13.8,0.597,0.348,0.365,7.7,11.6,9.7,5.1,1.6,4,8.6,14.5,1.2,1.2,2.4,0.131,13.953125,-1.2,0.8,-0.4,0.3
462,Edmond Sumner,SG,27,BRK,53,736,14,0.597,0.323,0.401,2,9.9,6,13.3,2.1,1.2,13.6,22.1,0.6,0.7,1.3,0.086,13.88679245,-2.4,-0.2,-2.6,-0.1
272,Christian Koloko,C,22,TOR,58,802,11.4,0.517,0.08,0.393,11.1,13.3,12.1,5,1.3,6.9,10.2,10.4,0.7,1,1.7,0.104,13.82758621,-4.3,0.8,-3.5,-0.3
366,Kendrick Nunn,SG,27,TOT,70,964,11.1,0.53,0.496,0.091,1.8,10.3,6.2,13.8,1.4,0.6,12.4,23.7,-0.6,0.8,0.2,0.008,13.77142857,-2,-1.5,-3.5,-0.4
362,Zeke Nnaji,PF,22,DEN,53,728,12.5,0.62,0.332,0.316,10.5,11.2,10.9,3.3,1.1,2.8,12.2,15.2,0.9,0.7,1.6,0.106,13.73584906,-2.7,-0.9,-3.7,-0.3
37,MarJon Beauchamp,SF,22,MIL,52,701,8.2,0.513,0.584,0.152,5.9,11,8.5,6.7,1.4,0.8,14.8,18.3,-0.4,0.8,0.4,0.027,13.48076923,-4.1,-0.6,-4.8,-0.5
477,Juan Toscano-Anderson,SF,29,TOT,52,700,7.2,0.505,0.301,0.168,4.4,14.4,9.5,11.8,1.1,1.2,18.1,11.3,-0.1,0.6,0.5,0.038,13.46153846,-4.6,0.8,-3.8,-0.3
213,Aaron Holiday,PG,26,ATL,63,845,9.4,0.528,0.4,0.145,3.2,6.4,4.8,13,2.1,1.2,13.3,13.4,0.3,0.6,0.9,0.053,13.41269841,-2.9,0.9,-2,0
400,Payton Pritchard,PG,25,BOS,48,643,10.3,0.536,0.629,0.065,4.3,10.5,7.5,14,1.1,0.1,13.7,19.8,-0.1,0.7,0.6,0.045,13.39583333,-2.1,-1.2,-3.4,-0.2
313,Garrison Mathews,SG,26,HOU,45,602,9.1,0.564,0.912,0.265,1.8,9.6,5.7,5.1,1.9,0.6,8.7,14.3,0.5,0.2,0.7,0.058,13.37777778,-2.3,-0.2,-2.5,-0.1
112,Terence Davis,SG,25,SAC,64,841,12.9,0.563,0.668,0.118,2.7,16.1,9.4,11.1,2.4,1.2,12.2,22.2,0,0.9,0.9,0.054,13.140625,-1.3,-0.3,-1.5,0.1
147,Malachi Flynn,PG,24,TOR,53,691,8.7,0.479,0.55,0.136,2.3,10.8,6.2,13.7,1.5,0.6,8.9,17.4,0,0.5,0.5,0.034,13.03773585,-3.3,-0.8,-4.1,-0.4
